Date,Nino34,IOD,PDO,NPGO,ONI,SOI,Nino4,IPO,Cloud
5/28/1991,0.595789474,0.558940397,0.130019569,0.49,0.55,0.5,0.688271605,0.542394991,1.68E-05
7/15/1991,0.589473684,0.445033113,0.298551859,0.48,0.57,0.516666667,0.663580247,0.588572919,0.597354139
8/7/1991,0.549473684,0.260264901,0.405362035,0.47,0.55,0.45,0.666666667,0.600573963,0.436350279
9/17/1991,0.505263158,0.365562914,0.537084149,0.41,0.55,0.266666667,0.604938272,0.636837986,0.650369691
10/19/1991,0.650526316,0.354304636,0.601232877,0.39,0.59,0.35,0.731481481,0.677015393,0.036543615
11/20/1991,0.698947368,0.322516556,0.599041096,0.53,0.68,0.4,0.725308642,0.705191756,0.011004287
12/22/1991,0.8,0.361589404,0.464540117,0.52,0.75,0.216666667,0.762345679,0.731020089,0.046570052
1/14/1992,0.797894737,0.342384106,0.501291585,0.63,0.8,0.033333333,0.709876543,0.746151839,0.073125889
2/15/1992,0.8,0.31986755,0.549530333,0.48,0.77,0.366666667,0.780864198,0.730237412,0.05562806
3/11/1992,0.774736842,0.22781457,0.56890411,0.43,0.75,0.183333333,0.774691358,0.726063136,0.003612602
4/19/1992,0.755789474,0.247019868,0.643874755,0.34,0.7,0.35,0.74382716,0.784763893,0.022586993
5/14/1992,0.726315789,0.346357616,0.787436399,0.28,0.66,0.566666667,0.731481481,0.842942865,0.010756182
6/14/1992,0.570526316,0.348344371,0.762133072,0.35,0.57,0.416666667,0.62654321,0.752413253,0.140310501
7/14/1992,0.515789474,0.436423841,0.835812133,0.33,0.5,0.416666667,0.62654321,0.659535612,0.490466991
8/18/1992,0.427368421,0.224503311,0.690978474,0.36,0.43,0.583333333,0.555555556,0.61987999,0.644421042
9/10/1992,0.429473684,0.18410596,0.612074364,0.41,0.39,0.533333333,0.543209877,0.603443778,0.416651671
10/21/1992,0.385263158,0.170198675,0.692133072,0.41,0.36,0.283333333,0.515432099,0.61179233,0.001115413
11/22/1992,0.429473684,0.239072848,0.711898239,0.36,0.34,0.4,0.543209877,0.575006522,0.004726623
12/24/1992,0.467368421,0.252317881,0.556457926,0.27,0.39,0.416666667,0.598765432,0.568223324,0.433078444
1/16/1993,0.517894737,0.328476821,0.469158513,0.13,0.43,0.366666667,0.654320988,0.604226454,0.048621704
2/17/1993,0.547368421,0.354966887,0.520587084,0.23,0.48,0.4,0.654320988,0.652491521,0.002623526
3/21/1993,0.557894737,0.199337748,0.600626223,0.29,0.52,0.433333333,0.62345679,0.671014871,0.00129186
4/15/1993,0.652631579,0.242384106,0.709667319,0.44,0.57,0.316666667,0.669753086,0.738064179,0.002587594
5/17/1993,0.654736842,0.409271523,0.846223092,0.39,0.57,0.466666667,0.669753086,0.773023741,3.38E-05
6/2/1993,0.593684211,0.38410596,0.922700587,0.3,0.55,0.383333333,0.635802469,0.735194365,0.000652596
7/27/1993,0.528421053,0.30794702,0.786125245,0.3,0.48,0.383333333,0.62654321,0.646490999,0.488713404
8/21/1993,0.492631579,0.283443709,0.83741683,0.32,0.48,0.366666667,0.604938272,0.66397078,0.566904935
9/13/1993,0.513684211,0.285430464,0.734207436,0.24,0.45,0.4,0.62654321,0.668666841,0.389098524
10/15/1993,0.534736842,0.229801325,0.735694716,0.2,0.43,0.333333333,0.608024691,0.658231151,0.01351022
11/16/1993,0.517894737,0.353642384,0.677827789,0.1,0.41,0.5,0.641975309,0.644142969,0.000411955
12/18/1993,0.498947368,0.259602649,0.605988258,0.25,0.43,0.55,0.62345679,0.655361336,0.041647953
1/19/1994,0.465263158,0.372847682,0.683639922,0.27,0.43,0.5,0.567901235,0.592225411,0.056634359
2/20/1994,0.425263158,0.246357616,0.596262231,0.25,0.43,0.566666667,0.518518519,0.530133055,0.034413272
3/17/1994,0.446315789,0.238410596,0.595420744,0.27,0.45,0.4,0.543209877,0.537438038,0.000793524
4/18/1994,0.465263158,0.321192053,0.640489237,0.33,0.48,0.3,0.586419753,0.63031568,0.01268913
5/20/1994,0.488421053,0.41589404,0.639549902,0.51,0.5,0.4,0.592592593,0.64075137,3.97E-05
6/5/1994,0.515789474,0.256953642,0.554990215,0.46,0.5,0.45,0.62345679,0.631359249,3.48E-05
7/23/1994,0.492631579,0.282781457,0.435616438,0.44,0.5,0.3,0.691358025,0.57474563,0.592618697
8/15/1994,0.568421053,0.308609272,0.416086106,0.42,0.5,0.316666667,0.75308642,0.536655361,0.421464488
9/16/1994,0.543157895,0.186754967,0.289823875,0.39,0.55,0.25,0.688271605,0.553613358,0.452349245
10/18/1994,0.648421053,0.466225166,0.320136986,0.38,0.57,0.333333333,0.75308642,0.642316723,0.034045749
11/19/1994,0.698947368,0.378807947,0.149608611,0.3,0.64,0.416666667,0.799382716,0.641534046,0.103668958
12/14/1994,0.713684211,0.400662252,0.100430528,0.4,0.66,0.316666667,0.790123457,0.650404383,0.013383337
1/15/1995,0.690526316,0.365562914,0.372270059,0.48,0.64,0.45,0.790123457,0.681450561,0.07904733
2/16/1995,0.642105263,0.454966887,0.538297456,0.32,0.57,0.5,0.787037037,0.648056353,0.059229248
3/20/1995,0.562105263,0.320529801,0.625244618,0.24,0.52,0.65,0.762345679,0.628228542,0.282711516
4/12/1995,0.515789474,0.338410596,0.616164384,0.28,0.48,0.4,0.679012346,0.569006001,0.169814646
5/23/1995,0.465263158,0.409933775,0.655753425,0.33,0.43,0.45,0.660493827,0.561701017,0.006246357
6/23/1995,0.475789474,0.445033113,0.649941292,0.39,0.41,0.533333333,0.641975309,0.593008088,0.140310501
7/23/1995,0.465263158,0.468874172,0.756947162,0.33,0.36,0.583333333,0.586419753,0.557004957,0.490466991
8/18/1995,0.378947368,0.406622517,0.515988258,0.4,0.3,0.566666667,0.521604938,0.4276024,0.407399918
9/12/1995,0.338947368,0.337086093,0.742367906,0.42,0.23,0.566666667,0.481481481,0.420036525,0.344020753
10/14/1995,0.307368421,0.362913907,0.598023483,0.47,0.18,0.516666667,0.422839506,0.371771458,0.1828402
11/15/1995,0.294736842,0.368211921,0.532485323,0.51,0.18,0.516666667,0.416666667,0.321941038,0.139883483
12/17/1995,0.307368421,0.363576159,0.620645793,0.58,0.18,0.433333333,0.435185185,0.339420819,0.152095375
1/18/1996,0.322105263,0.41192053,0.659412916,0.46,0.2,0.683333333,0.401234568,0.380641795,0.192897418
2/10/1996,0.32,0.409933775,0.655655577,0.39,0.23,0.566666667,0.413580247,0.392903731,0.00144518
3/13/1996,0.357894737,0.341721854,0.65074364,0.38,0.27,0.7,0.447530864,0.431776676,0.243424412
4/23/1996,0.387368421,0.250993377,0.763913894,0.49,0.32,0.65,0.453703704,0.387685886,0.027122785
5/16/1996,0.374736842,0.191390728,0.904481409,0.36,0.34,0.566666667,0.441358025,0.436994521,0.135187057
6/10/1996,0.433684211,0.217218543,0.771878669,0.39,0.34,0.716666667,0.49691358,0.453691625,0.495550119
7/28/1996,0.429473684,0.183443709,0.587514677,0.42,0.34,0.633333333,0.453703704,0.415862249,0.512144426
8/13/1996,0.395789474,0.129139073,0.470156556,0.44,0.34,0.633333333,0.422839506,0.406209236,0.499488145
9/14/1996,0.387368421,0.090728477,0.594403131,0.41,0.32,0.616666667,0.429012346,0.425515262,0.077981294
10/16/1996,0.4,-0.00397351,0.571389432,0.39,0.32,0.616666667,0.450617284,0.465431777,0.0002903
11/17/1996,0.395789474,0.105298013,0.560978474,0.39,0.32,0.5,0.484567901,0.487607618,0.001193633
12/19/1996,0.368421053,0.149668874,0.492348337,0.35,0.3,0.666666667,0.518518519,0.392642839,0.075803737
1/11/1997,0.368421053,0.155629139,0.578414873,0.3,0.3,0.6,0.540123457,0.492825463,0.057888613
2/12/1997,0.408421053,0.123178808,0.610332681,0.38,0.32,0.8,0.567901235,0.43334203,0.004978433
3/16/1997,0.446315789,0.319205298,0.604129159,0.46,0.39,0.45,0.570987654,0.474823898,0.389240467
4/17/1997,0.530526316,0.348344371,0.679980431,0.48,0.48,0.416666667,0.672839506,0.572919384,1.92E-05
5/12/1997,0.642105263,0.316556291,0.859080235,0.42,0.59,0.3,0.716049383,0.6767545,2.28E-05
6/12/1997,0.701052632,0.414569536,1.001017613,0.41,0.68,0.283333333,0.672839506,0.770675711,0.140310501
7/12/1997,0.795789474,0.419205298,0.807514677,0.44,0.77,0.383333333,0.728395062,0.810853118,0.490466991
8/16/1997,0.867368421,0.513245033,0.956868885,0.43,0.84,0.283333333,0.74382716,0.896164884,0.499181712
9/17/1997,0.901052632,0.568874172,0.860665362,0.48,0.89,0.283333333,0.774691358,0.926428385,0.148541946
10/19/1997,0.941052632,0.61986755,0.842035225,0.46,0.93,0.266666667,0.765432099,0.984346465,0.216184766
11/11/1997,0.968421053,0.742384106,0.766810176,0.58,0.95,0.316666667,0.799382716,1,0.012862494
12/13/1997,0.943157895,0.746357616,0.656399217,0.59,0.95,0.35,0.75,0.956170102,0.009986011
1/14/1998,0.968421053,0.883443709,0.710606654,0.63,0.91,0.066666667,0.790123457,0.982259327,0.075023525
2/15/1998,0.896842105,0.972847682,0.793131115,0.84,0.84,0.183333333,0.771604938,0.894338638,0.20328036
3/19/1998,0.772631579,0.863576159,0.806399217,0.69,0.73,0.116666667,0.666666667,0.797025828,0.278408449
4/13/1998,0.648421053,0.819205298,0.615596869,0.63,0.64,0.283333333,0.580246914,0.648578137,2.86E-05
5/15/1998,0.602105263,0.821192053,0.510469667,0.59,0.52,0.566666667,0.567901235,0.560135664,2.61E-05
6/15/1998,0.376842105,0.831125828,0.492700587,0.57,0.39,0.683333333,0.425925926,0.443516828,0.140310501
7/18/1998,0.305263158,0.617880795,0.407866928,0.61,0.23,0.716666667,0.37037037,0.348552048,0.572339096
8/19/1998,0.284210526,0.563576159,0.465694716,0.59,0.16,0.716666667,0.311728395,0.352987216,0.505697065
8/19/1998,0.286315789,0.468874172,0.286262231,0.56,0.11,0.683333333,0.293209877,0.273154187,0.466445028
10/13/1998,0.208421053,0.399337748,0.20111546,0.57,0.09,0.7,0.194444444,0.170101748,0
11/14/1998,0.2,0.30397351,0.394853229,0.66,0.07,0.683333333,0.169753086,0.187581529,3.14E-05
12/16/1998,0.141052632,0.276821192,0.367455969,0.67,0.05,0.75,0.12654321,0.165144795,0.540263319
1/17/1999,0.136842105,0.280794702,0.415714286,0.72,0.07,0.816666667,0.046296296,0.135924863,0.24939476
2/18/1999,0.162105263,0.273509934,0.342289628,0.9,0.11,0.683333333,0.067901235,0.153665536,0.048672378
3/22/1999,0.265263158,0.4,0.366751468,0.85,0.16,0.733333333,0.194444444,0.174536916,8.55E-06
4/16/1999,0.288421053,0.313245033,0.255088063,0.8,0.18,0.75,0.237654321,0.136446648,0.005388395
5/18/1999,0.275789474,0.17615894,0.185675147,0.79,0.18,0.55,0.25,0.183407253,0.016773537
6/18/1999,0.258947368,0.293377483,0.150215264,0.84,0.18,0.566666667,0.268518519,0.141664493,0.140310501
7/12/1999,0.282105263,0.363576159,0.212348337,0.76,0.16,0.6,0.25617284,0.198278111,0.481902374
8/22/1999,0.252631579,0.333774834,0.220684932,0.77,0.16,0.583333333,0.225308642,0.200104357,0.585442043
9/22/1999,0.282105263,0.368211921,0.165792564,0.75,0.14,0.5,0.274691358,0.151317506,0.013929658
10/16/1999,0.242105263,0.233774834,0.122837573,0.73,0.11,0.683333333,0.25,0.089486042,0.234390152
11/9/1999,0.162105263,0.309933775,0.139373777,0.75,0.07,0.683333333,0.185185185,0.093660318,4.51E-07
12/4/1999,0.134736842,0.252317881,0.211037182,0.71,0.02,0.75,0.138888889,0.119227759,0.300130147
1/13/2000,0.082105263,0.244370861,0.169119374,0.76,0.02,0.633333333,0.092592593,0.12053222,0.084432641
2/14/2000,0.136842105,0.196688742,0.329843444,0.87,0.09,0.8,0.083333333,0.182624576,0.009649531
3/17/2000,0.193684211,0.279470199,0.427162427,0.88,0.16,0.733333333,0.095679012,0.245760501,5.97E-05
4/18/2000,0.290526316,0.301986755,0.454148728,0.91,0.23,0.716666667,0.169753086,0.29089486,0.016414851
5/3/2000,0.290526316,0.295364238,0.437925636,0.89,0.25,0.583333333,0.225308642,0.226976259,0
6/3/2000,0.301052632,0.168874172,0.464011742,0.87,0.27,0.483333333,0.302469136,0.234803026,0.140310501
7/23/2000,0.338947368,0.243708609,0.357906067,0.8,0.27,0.483333333,0.330246914,0.241586225,0.610568456
8/15/2000,0.383157895,0.379470199,0.29704501,0.76,0.3,0.633333333,0.37345679,0.257500652,0.422682753
9/16/2000,0.376842105,0.383443709,0.294011742,0.76,0.3,0.666666667,0.385802469,0.292981998,0.420005845
10/18/2000,0.343157895,0.390066225,0.33851272,0.81,0.27,0.7,0.361111111,0.262196713,2.28E-06
11/12/2000,0.301052632,0.345033113,0.375420744,0.86,0.25,0.816666667,0.348765432,0.290373076,0.071170113
12/14/2000,0.265263158,0.241721854,0.511819961,0.88,0.25,0.65,0.262345679,0.30472215,0.148176547
1/15/2001,0.273684211,0.123178808,0.599960861,0.98,0.25,0.683333333,0.25617284,0.348030264,0.110750282
2/16/2001,0.326315789,0.227152318,0.532485323,1,0.3,0.8,0.271604938,0.314375163,0.007753117
3/11/2001,0.357894737,0.378807947,0.487729941,0.91,0.32,0.666666667,0.320987654,0.36968432,0.045698439
4/12/2001,0.395789474,0.397350993,0.346712329,0.89,0.34,0.55,0.407407407,0.339420819,0.00728684
5/14/2001,0.395789474,0.482781457,0.396614481,0.85,0.34,0.433333333,0.438271605,0.335507435,0.015936052
6/14/2001,0.435789474,0.531125828,0.339960861,0.91,0.39,0.566666667,0.49382716,0.331854944,0.140310501
7/26/2001,0.461052632,0.367549669,0.216790607,0.78,0.39,0.483333333,0.561728395,0.315940517,0.64143977
8/18/2001,0.444210526,0.32384106,0.296810176,0.84,0.39,0.45,0.574074074,0.386381424,0.352184772
9/19/2001,0.4,0.38013245,0.207690802,0.84,0.36,0.55,0.598765432,0.348030264,0.063542356
10/21/2001,0.404210526,0.298675497,0.240058708,0.73,0.34,0.516666667,0.558641975,0.312027133,0.342641665
11/22/2001,0.4,0.427152318,0.331780822,0.82,0.34,0.633333333,0.558641975,0.274719541,0.002083203
12/17/2001,0.362105263,0.517880795,0.316790607,0.86,0.34,0.383333333,0.512345679,0.283328985,0.104557024
1/18/2002,0.429473684,0.523178808,0.431898239,0.83,0.39,0.583333333,0.592592593,0.366031829,0.083925957
2/19/2002,0.458947368,0.351655629,0.312661448,0.88,0.41,0.7,0.586419753,0.350378294,0.005024237
3/14/2002,0.482105263,0.537086093,0.347338552,0.84,0.43,0.483333333,0.589506173,0.40907905,1.88E-08
4/16/2002,0.488421053,0.414569536,0.344422701,0.69,0.45,0.5,0.62345679,0.447430211,5.87E-06
5/17/2002,0.503157895,0.280794702,0.269001957,0.72,0.5,0.383333333,0.62345679,0.468562484,6.02E-07
6/10/2002,0.602105263,0.368874172,0.366125245,0.8,0.57,0.483333333,0.691358025,0.50639186,0
7/21/2002,0.578947368,0.373509934,0.406829746,0.76,0.59,0.433333333,0.691358025,0.50404383,0.60827167
8/13/2002,0.606315789,0.367549669,0.519001957,0.68,0.61,0.35,0.700617284,0.560657448,0.443058682
9/13/2002,0.631578947,0.641721854,0.489941292,0.68,0.64,0.416666667,0.700617284,0.555700496,0.245373982
10/16/2002,0.703157895,0.625827815,0.497945205,0.68,0.68,0.45,0.75617284,0.645969215,5.64E-08
11/13/2002,0.755789474,0.478807947,0.681741683,0.8,0.7,0.433333333,0.802469136,0.750065223,0.032584154
12/28/2002,0.755789474,0.540397351,0.773405088,0.95,0.66,0.333333333,0.768518519,0.743542917,0.021085517
1/4/2003,0.665263158,0.423178808,0.768003914,0.85,0.61,0.483333333,0.728395062,0.659013827,0.010644135
2/21/2003,0.593684211,0.598675497,0.714637965,0.7,0.55,0.4,0.722222222,0.645969215,0.252593319
3/21/2003,0.56,0.542384106,0.689491194,0.78,0.5,0.466666667,0.709876543,0.613618576,0.056803735
4/10/2003,0.452631579,0.509933775,0.578825832,0.72,0.41,0.5,0.638888889,0.482911558,0
5/10/2003,0.349473684,0.425827815,0.505577299,0.69,0.34,0.466666667,0.537037037,0.372554135,0.025818988
6/10/2003,0.418947368,0.581456954,0.491174168,0.67,0.36,0.416666667,0.567901235,0.382989825,0.140310501
7/10/2003,0.488421053,0.501986755,0.591252446,0.73,0.43,0.566666667,0.586419753,0.502478476,0.490466991
8/10/2003,0.469473684,0.470198675,0.641174168,0.67,0.45,0.533333333,0.577160494,0.538220715,0.456394354
9/1/2003,0.490526316,0.48410596,0.497103718,0.68,0.48,0.5,0.589506173,0.450300026,0.284511922
10/12/2003,0.555789474,0.438410596,0.668023483,0.75,0.48,0.516666667,0.660493827,0.562222802,9.33E-05
11/4/2003,0.541052632,0.397350993,0.47853229,0.53,0.5,0.466666667,0.679012346,0.59092095,0.000750823
12/4/2003,0.526315789,0.426490066,0.419549902,0.59,0.5,0.7,0.635802469,0.542655883,0.101817959
1/16/2004,0.513684211,0.52781457,0.486379648,0.59,0.5,0.3,0.632716049,0.497260631,0.003248256
2/24/2004,0.494736842,0.447019868,0.486320939,0.65,0.48,0.716666667,0.608024691,0.468301591,1.13E-06
3/11/2004,0.437894737,0.37615894,0.56035225,0.61,0.45,0.583333333,0.533950617,0.490738325,0
4/12/2004,0.471578947,0.39205298,0.560058708,0.57,0.45,0.366666667,0.580246914,0.485781372,0.000103153
5/12/2004,0.48,0.12781457,0.650958904,0.58,0.45,0.683333333,0.598765432,0.410644404,0.025818988
6/12/2004,0.488421053,0.152980132,0.467338552,0.67,0.48,0.383333333,0.601851852,0.405948343,0.140310501
7/1/2004,0.545263158,0.173509934,0.591898239,0.61,0.52,0.433333333,0.660493827,0.426558831,0.3073461
8/1/2004,0.597894737,0.364900662,0.662328767,0.66,0.55,0.466666667,0.679012346,0.492042786,0.456394354
9/19/2004,0.6,0.39205298,0.61037182,0.61,0.57,0.466666667,0.731481481,0.533785547,0.046089034
10/19/2004,0.612631579,0.419205298,0.439941292,0.56,0.57,0.5,0.740740741,0.532481085,2.93E-05
11/19/2004,0.589473684,0.437748344,0.326320939,0.49,0.57,0.4,0.734567901,0.557787634,0.032584154
12/19/2004,0.608421053,0.465562914,0.37409002,0.4,0.57,0.383333333,0.740740741,0.620662666,0.101817959
1/18/2005,0.576842105,0.441059603,0.513444227,0.3,0.55,0.566666667,0.762345679,0.613357683,0.212767584
2/10/2005,0.513684211,0.407284768,0.576536204,0.33,0.55,0,0.694444444,0.479259066,0.000732283
3/10/2005,0.517894737,0.470860927,0.66407045,0.33,0.5,0.566666667,0.666666667,0.528828594,0.056803735
4/15/2005,0.517894737,0.52781457,0.632504892,0.3,0.5,0.416666667,0.62345679,0.507957214,3.76E-08
5/17/2005,0.522105263,0.517218543,0.821565558,0.43,0.48,0.383333333,0.595679012,0.515783981,0.046670968
6/17/2005,0.505263158,0.47218543,0.706966732,0.36,0.43,0.583333333,0.583333333,0.463605531,0.140310501
7/20/2005,0.456842105,0.392715232,0.582681018,0.3,0.39,0.55,0.540123457,0.410644404,0.308173056
8/21/2005,0.450526316,0.392715232,0.529354207,0.38,0.39,0.466666667,0.540123457,0.39629533,0.309876382
9/21/2005,0.442105263,0.379470199,0.385048924,0.31,0.39,0.583333333,0.540123457,0.32794156,0.245373982
10/24/2005,0.427368421,0.368874172,0.221819961,0.42,0.34,0.716666667,0.537037037,0.266631881,0
11/18/2005,0.366315789,0.302649007,0.212798434,0.3,0.27,0.483333333,0.49691358,0.18653796,0.000145009
12/13/2005,0.301052632,0.174172185,0.480900196,0.36,0.23,0.516666667,0.432098765,0.265066528,0.101817959
1/12/2006,0.252631579,0.17615894,0.627123288,0.45,0.23,0.8,0.342592593,0.322723715,0.309239035
2/13/2006,0.309473684,0.268211921,0.611330724,0.39,0.25,0.533333333,0.305555556,0.350900078,0.047824269
3/1/2006,0.305263158,0.283443709,0.460606654,0.44,0.3,0.816666667,0.361111111,0.340203496,2.78E-06
4/18/2006,0.395789474,0.347682119,0.452367906,0.47,0.34,0.7,0.441358025,0.361074876,0.000147265
5/18/2006,0.435789474,0.391390728,0.45778865,0.53,0.41,0.433333333,0.509259259,0.416384033,0.025818988
6/14/2006,0.477894737,0.396688742,0.547260274,0.53,0.41,0.483333333,0.558641975,0.475345682,0.197848154
7/16/2006,0.465263158,0.398013245,0.593248532,0.48,0.43,0.416666667,0.574074074,0.511087921,0.34043974
8/24/2006,0.536842105,0.496688742,0.400019569,0.5,0.48,0.35,0.648148148,0.553091573,0.301990027
9/9/2006,0.591578947,0.451655629,0.303972603,0.5,0.52,0.416666667,0.685185185,0.564570832,0.146050849
10/11/2006,0.618947368,0.506622517,0.451917808,0.39,0.57,0.3,0.712962963,0.656926689,0.106479612
11/11/2006,0.665263158,0.638410596,0.41260274,0.4,0.61,0.533333333,0.74382716,0.680406992,0.032584154
12/7/2006,0.690526316,0.609271523,0.455107632,0.53,0.61,0.466666667,0.762345679,0.747978085,0.006617416
1/24/2007,0.583157895,0.611258278,0.431232877,0.49,0.57,0.383333333,0.672839506,0.662666319,0.081798792
2/16/2007,0.484210526,0.621854305,0.470900196,0.53,0.48,0.5,0.617283951,0.539264284,0.002253634
3/4/2007,0.427368421,0.489403974,0.400606654,0.47,0.41,0.55,0.555555556,0.465953561,0.003031119
4/21/2007,0.425263158,0.479470199,0.493170254,0.59,0.36,0.5,0.540123457,0.462822854,0
5/23/2007,0.376842105,0.581456954,0.507377691,0.66,0.34,0.5,0.49382716,0.387164101,0.147751975
6/23/2007,0.425263158,0.617880795,0.515831703,0.74,0.32,0.6,0.521604938,0.406470128,0.140310501
7/19/2007,0.381052632,0.431125828,0.659373777,0.74,0.3,0.466666667,0.478395062,0.400469606,0.101177485
8/19/2007,0.338947368,0.536423841,0.58407045,0.77,0.23,0.583333333,0.456790123,0.325332638,0.456394354
9/5/2007,0.24,0.474834437,0.408747554,0.69,0.16,0.55,0.336419753,0.215497,0.294314736
10/14/2007,0.164210526,0.387417219,0.156516634,0.74,0.09,0.633333333,0.271604938,0.127837203,0.011877179
11/15/2007,0.126315789,0.321854305,0.252720157,0.66,0.07,0.666666667,0.166666667,0.122358466,2.89E-05
12/10/2007,0.12,0.274834437,0.378258317,0.62,0.05,0.8,0.175925926,0.144012523,0.000692627
1/18/2008,0.082105263,0.410596026,0.280313112,0.64,0.05,0.816666667,0.083333333,0.088442473,0.027996635
2/19/2008,0.101052632,0.198013245,0.30258317,0.72,0.09,0.95,0.058641975,0.104617793,5.11E-06
3/6/2008,0.212631579,0.125165563,0.336497065,0.76,0.14,0.75,0.12962963,0.171145317,0.000888254
4/23/2008,0.271578947,0.121192053,0.251017613,0.76,0.2,0.633333333,0.216049383,0.199060788,0.008337853
5/23/2008,0.324210526,0.243046358,0.281722114,0.82,0.23,0.5,0.24691358,0.275241325,0.025818988
6/23/2008,0.366315789,0.339072848,0.246203523,0.75,0.3,0.616666667,0.305555556,0.295851813,0.140310501
7/23/2008,0.450526316,0.332450331,0.262544031,0.77,0.32,0.566666667,0.37037037,0.346204018,0.490466991
8/23/2008,0.450526316,0.413245033,0.284892368,0.88,0.34,0.683333333,0.395061728,0.390033916,0.456394354
